temp_index	temp	temp_over_lam1	q_rand	xi	m1_sq	m1w_sq	q_1	G_1	q_2	G_2	q_3	G_3	q_4	G_4	q_5	G_5	q_6	G_6	q_7	G_7	q_8	G_8	q_9	G_9	q_10	G_10	q_11	G_11	q_12	G_12	q_13	G_13	q_14	G_14	q_15	G_15	q_16	G_16
31	1.61	0.115	0.0038910505836575876	nan	0.0002572499215602875	0.0658559799194336	0.0076	0.0037089494163424124	0.0036	-0.0002910505836575877	0.0035	-0.00039105058365758753	0.0042	0.00030894941634241214	0.0044	0.0005089494163424127	0.0039	8.949416342412218e-06	0.0043	0.0004089494163424124	0.0042	0.00030894941634241214	0.0035	-0.00039105058365758753	0.0041	0.00020894941634241274	0.004	0.00010894941634241248	0.005	0.0011089494163424125	0.004	0.00010894941634241248	0.004	0.00010894941634241248	0.0042	0.00030894941634241214	0.003	-0.0008910505836575875
32	1.54	0.11	0.0038910505836575876	nan	0.00025733374059200287	0.06587743759155273	0.0062	0.002308949416342412	0.0043	0.0004089494163424124	0.0039	8.949416342412218e-06	0.0045	0.0006089494163424121	0.0035	-0.00039105058365758753	0.0044	0.0005089494163424127	0.0037	-0.00019105058365758744	0.0045	0.0006089494163424121	0.0035	-0.00039105058365758753	0.0027	-0.0011910505836575875	0.0039	8.949416342412218e-06	0.0034	-0.0004910505836575878	0.0046	0.0007089494163424123	0.0051	0.0012089494163424128	0.0033	-0.0005910505836575876	0.0052	0.0013089494163424122
33	1.47	0.105	0.0038910505836575876	nan	0.00025893375277519226	0.06628704071044922	0.0052	0.0013089494163424122	0.003	-0.0008910505836575875	0.004	0.00010894941634241248	0.0047	0.0008089494163424126	0.0042	0.00030894941634241214	0.0036	-0.0002910505836575877	0.004	0.00010894941634241248	0.0038	-9.105058365758761e-05	0.0037	-0.00019105058365758744	0.005	0.0011089494163424125	0.0037	-0.00019105058365758744	0.0037	-0.00019105058365758744	0.0043	0.0004089494163424124	0.0048	0.000908949416342412	0.0037	-0.00019105058365758744	0.0038	-9.105058365758761e-05
34	1.4000000000000001	0.1	0.0038910505836575876	1.2198865081344128	0.02675475925207138	6.849218368530273	0.4269	0.42300894941634243	0.1927	0.1888089494163424	0.0925	0.08860894941634241	0.0319	0.02800894941634241	0.0119	0.008008949416342413	0.003	-0.0008910505836575875	0.001	-0.0028910505836575876	0.0005	-0.0033910505836575876	0.0004	-0.0034910505836575874	0.0006	-0.0032910505836575878	0.0003	-0.0035910505836575877	0.0003	-0.0035910505836575877	0.0009	-0.002991050583657588	0.0002	-0.0036910505836575875	0.0007	-0.0031910505836575875	0.0002	-0.0036910505836575875
35	1.33	0.095	0.0038910505836575876	1.3112293427504158	0.02995208650827408	7.667734146118164	0.4807	0.47680894941634244	0.2254	0.22150894941634242	0.0978	0.09390894941634241	0.0366	0.03270894941634241	0.0125	0.008608949416342413	0.0039	8.949416342412218e-06	0.0005	-0.0033910505836575876	0.0001	-0.0037910505836575878	0.0001	-0.0037910505836575878	0.0003	-0.0035910505836575877	0.0002	-0.0036910505836575875	0.0002	-0.0036910505836575875	0.0001	-0.0037910505836575878	0.0001	-0.0037910505836575878	0.0001	-0.0037910505836575878	0.0002	-0.0036910505836575875
36	1.26	0.09	0.0038910505836575876	1.3467048809876636	0.030899498611688614	7.910271644592285	0.5019	0.49800894941634244	0.2286	0.2247089494163424	0.0971	0.09320894941634242	0.0407	0.03680894941634241	0.0116	0.007708949416342412	0.0028	-0.0010910505836575876	0.0008	-0.0030910505836575877	0.0002	-0.0036910505836575875	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0001	-0.0037910505836575878	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876
37	1.26	0.09	0.0038910505836575876	1.3310517402549868	0.03087511658668518	7.904029846191406	0.4941	0.4902089494163424	0.2263	0.22240894941634243	0.0962	0.0923089494163424	0.0384	0.03450894941634241	0.013	0.009108949416342412	0.0031	-0.0007910505836575877	0.0005	-0.0033910505836575876	0.0002	-0.0036910505836575875	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0001	-0.0037910505836575878
38	0.9800000000000001	0.07	0.0038910505836575876	1.3563407305976183	0.031246690079569817	7.999152660369873	0.4998	0.49590894941634245	0.2358	0.23190894941634244	0.1009	0.09700894941634242	0.0392	0.03530894941634241	0.0124	0.008508949416342412	0.0033	-0.0005910505836575876	0.0012	-0.002691050583657588	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876
39	0.7000000000000001	0.05	0.0038910505836575876	1.3498991111886152	0.03125	8.0	0.5038	0.49990894941634245	0.2312	0.2273089494163424	0.0949	0.09100894941634241	0.0396	0.035708949416342416	0.0112	0.007308949416342412	0.0033	-0.0005910505836575876	0.0003	-0.0035910505836575877	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876
40	0.42	0.03	0.0038910505836575876	1.350409939000922	0.03125	8.0	0.5025	0.4986089494163424	0.2322	0.2283089494163424	0.0962	0.0923089494163424	0.0398	0.035908949416342414	0.0102	0.006308949416342413	0.0027	-0.0011910505836575875	0.0005	-0.0033910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876	0.0	-0.0038910505836575876
